Name,Product_ID,Date,Sales,Revenue,EndOfDayStock,prev_stock
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-55,20855,2010-06-30,3,4.95,892,895.0
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-56,20855,2010-07-01,1,1.65,891,892.0
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-57,20855,2010-07-02,2,3.3,889,891.0
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-58,20855,2010-07-04,2,3.3,887,889.0
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-59,20855,2010-07-08,4,6.6,883,887.0
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-60,20855,2010-07-09,4,6.6,879,883.0
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-61,20855,2010-07-12,3,4.95,876,879.0
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-62,20855,2010-07-28,3,4.95,873,876.0
HOTA DIN INOX PROFESIONALA CUBICA 2000X1100 MM CU VENTILATOR HCBI11-63,20855,2010-09-15,1,1.65,872,873.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-25,20761,2009-12-02,2,7.5,1165,872.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-26,20761,2009-12-03,1,3.75,1164,1165.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-27,20761,2009-12-06,1,3.75,1163,1164.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-28,20761,2009-12-07,16,20.0,1147,1163.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-29,20761,2009-12-08,1,3.75,1146,1147.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-30,20761,2009-12-11,1,3.75,1145,1146.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-31,20761,2009-12-13,16,20.0,1129,1145.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-32,20761,2009-12-14,96,120.0,1033,1129.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-33,20761,2009-12-17,3,11.25,1030,1033.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-34,20761,2010-01-21,1,3.75,1029,1030.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-35,20761,2010-02-07,1,3.75,1028,1029.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-36,20761,2010-02-16,3,11.25,1025,1028.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-37,20761,2010-02-21,1,3.75,1024,1025.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-38,20761,2010-02-24,1,3.75,1023,1024.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-39,20761,2010-03-04,4,15.0,1019,1023.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-40,20761,2010-03-05,1,3.75,1018,1019.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-41,20761,2010-03-08,4,15.0,1014,1018.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-42,20761,2010-03-15,4,15.0,1010,1014.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-43,20761,2010-03-16,20,75.0,990,1010.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-44,20761,2010-03-22,4,15.0,986,990.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-45,20761,2010-03-28,1,3.75,985,986.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-46,20761,2010-03-29,1,3.75,984,985.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-47,20761,2010-04-01,4,15.0,980,984.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-48,20761,2010-04-07,4,15.0,976,980.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-49,20761,2010-04-13,1,3.75,975,976.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-50,20761,2010-04-18,1,3.75,974,975.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-51,20761,2010-04-29,1,3.75,973,974.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-52,20761,2010-05-18,1,3.75,972,973.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-53,20761,2010-06-07,2,7.5,970,972.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-54,20761,2010-06-08,1,3.75,969,970.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-55,20761,2010-06-16,4,15.0,965,969.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-56,20761,2010-06-28,4,11.8,961,965.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-57,20761,2010-06-30,1,3.75,960,961.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-58,20761,2010-07-01,6,22.5,954,960.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-59,20761,2010-07-02,1,3.75,953,954.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-60,20761,2010-07-05,1,3.75,952,953.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-61,20761,2010-07-11,2,7.5,950,952.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-62,20761,2010-07-14,2,7.5,948,950.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-63,20761,2010-07-25,1,3.75,947,948.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-64,20761,2010-07-28,1,3.75,946,947.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-65,20761,2010-08-20,4,15.0,942,946.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-66,20761,2010-08-22,1,3.75,941,942.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-67,20761,2010-08-29,4,15.0,937,941.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-68,20761,2010-09-03,1,3.75,936,937.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-69,20761,2010-09-19,1,3.75,935,936.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-70,20761,2010-09-21,1,3.75,934,935.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-71,20761,2010-09-22,2,7.5,932,934.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-72,20761,2010-09-29,4,15.0,928,932.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-73,20761,2010-10-07,1,3.75,927,928.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-74,20761,2010-10-12,4,15.0,923,927.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-75,20761,2010-10-14,3,11.25,920,923.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-76,20761,2010-10-17,2,7.5,918,920.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-77,20761,2010-11-02,1,3.75,917,918.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-78,20761,2010-11-04,33,98.15,884,917.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-79,20761,2010-11-08,2,7.5,882,884.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-80,20761,2010-11-10,4,15.0,878,882.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-81,20761,2010-11-17,1,3.75,877,878.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-82,20761,2010-11-19,1,3.75,876,877.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-83,20761,2010-11-21,1,3.75,875,876.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-84,20761,2010-11-22,12,45.0,863,875.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-85,20761,2010-11-25,1,3.75,862,863.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-86,20761,2010-11-28,2,7.5,860,862.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-87,20761,2010-12-08,4,15.0,856,860.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-88,20761,2010-12-09,8,30.0,848,856.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-89,20761,2010-12-10,3,11.25,845,848.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-90,20761,2010-12-16,1,3.75,844,845.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-91,20761,2011-01-17,1,3.75,843,844.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-92,20761,2011-01-27,2,7.5,841,843.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-93,20761,2011-01-30,3,11.25,838,841.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-94,20761,2011-02-07,2,7.5,836,838.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-95,20761,2011-02-15,3,11.25,833,836.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-96,20761,2011-02-16,1,3.75,832,833.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-97,20761,2011-03-01,1,3.75,831,832.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-98,20761,2011-03-07,1,3.75,830,831.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-99,20761,2011-03-14,1,3.75,829,830.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-100,20761,2011-04-07,2,7.5,827,829.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-101,20761,2011-04-11,2,7.5,825,827.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-102,20761,2011-04-28,4,15.0,821,825.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-103,20761,2011-05-10,1,3.75,820,821.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-104,20761,2011-05-12,4,15.0,816,820.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-105,20761,2011-05-18,4,15.0,812,816.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-106,20761,2011-05-29,1,3.75,811,812.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-107,20761,2011-06-20,4,15.0,807,811.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-108,20761,2011-06-30,4,15.0,803,807.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-109,20761,2011-07-03,2,7.5,801,803.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-110,20761,2011-07-12,8,30.0,793,801.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-111,20761,2011-07-13,1,3.75,792,793.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-112,20761,2011-07-14,4,15.0,788,792.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-113,20761,2011-07-31,1,3.75,787,788.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-114,20761,2011-08-18,1,3.75,786,787.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-115,20761,2011-08-30,1,3.75,785,786.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-116,20761,2011-09-04,2,7.5,783,785.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-117,20761,2011-09-07,4,15.0,779,783.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-118,20761,2011-09-11,2,7.5,777,779.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-119,20761,2011-09-23,4,15.0,773,777.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-120,20761,2011-09-30,3,11.25,770,773.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-121,20761,2011-10-06,2,7.5,768,770.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-122,20761,2011-10-13,1,3.75,767,768.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-123,20761,2011-10-14,1,3.75,766,767.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-124,20761,2011-10-17,6,22.5,760,766.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-125,20761,2011-10-19,1,3.75,759,760.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-126,20761,2011-11-03,3,11.25,756,759.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-127,20761,2011-11-17,5,18.75,751,756.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-128,20761,2011-11-20,1,3.75,750,751.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-129,20761,2011-11-23,2,14.92,748,750.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-130,20761,2011-12-04,1,3.75,747,748.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-131,20761,2011-12-05,1,3.75,746,747.0
HOTA DIN INOX PROFESIONALA CUBICA 2500X1100 MM CU VENTILATOR HCBM11-132,20761,2011-12-07,2,7.5,744,746.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504025,20766,2009-12-04,1,3.75,1372,714.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504026,20766,2009-12-06,1,3.75,1371,1372.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504027,20766,2009-12-08,16,20.0,1355,1371.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504028,20766,2009-12-11,1,3.75,1354,1355.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504029,20766,2009-12-13,16,20.0,1338,1354.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504030,20766,2009-12-14,96,120.0,1242,1338.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504031,20766,2009-12-15,16,20.0,1226,1242.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504032,20766,2009-12-16,1,3.75,1225,1226.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504033,20766,2009-12-23,16,20.0,1209,1225.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504034,20766,2010-01-21,29,108.75,1180,1209.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504035,20766,2010-01-28,4,15.0,1176,1180.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504036,20766,2010-02-08,2,7.5,1174,1176.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504037,20766,2010-02-19,3,11.25,1171,1174.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504038,20766,2010-02-21,4,15.0,1167,1171.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504039,20766,2010-02-22,4,15.0,1163,1167.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504040,20766,2010-02-24,1,3.75,1162,1163.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504041,20766,2010-02-25,1,3.75,1161,1162.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504042,20766,2010-03-01,2,7.5,1159,1161.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504043,20766,2010-03-04,4,15.0,1155,1159.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504044,20766,2010-03-07,4,15.0,1151,1155.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504045,20766,2010-03-17,1,3.75,1150,1151.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504046,20766,2010-03-18,1,3.75,1149,1150.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504047,20766,2010-03-22,3,11.25,1146,1149.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504048,20766,2010-04-01,4,15.0,1142,1146.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504049,20766,2010-04-07,4,15.0,1138,1142.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504050,20766,2010-04-12,4,15.0,1134,1138.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504051,20766,2010-04-13,1,3.75,1133,1134.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504052,20766,2010-04-18,1,3.75,1132,1133.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504053,20766,2010-04-23,6,17.7,1126,1132.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504054,20766,2010-05-18,1,3.75,1125,1126.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504055,20766,2010-06-07,2,7.5,1123,1125.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504056,20766,2010-06-16,4,15.0,1119,1123.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504057,20766,2010-06-21,3,11.25,1116,1119.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504058,20766,2010-06-28,4,11.8,1112,1116.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504059,20766,2010-07-02,1,3.75,1111,1112.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504060,20766,2010-07-05,1,3.75,1110,1111.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504061,20766,2010-07-07,2,7.5,1108,1110.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504062,20766,2010-07-11,1,3.75,1107,1108.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504063,20766,2010-07-14,2,7.5,1105,1107.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504064,20766,2010-07-15,3,11.25,1102,1105.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504065,20766,2010-07-21,4,15.0,1098,1102.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504066,20766,2010-07-25,1,3.75,1097,1098.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504067,20766,2010-08-08,4,15.0,1093,1097.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504068,20766,2010-08-13,2,7.5,1091,1093.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504069,20766,2010-08-22,4,15.0,1087,1091.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504070,20766,2010-08-24,4,15.0,1083,1087.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504071,20766,2010-09-07,4,15.0,1079,1083.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504072,20766,2010-09-19,1,3.75,1078,1079.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504073,20766,2010-09-30,4,15.0,1074,1078.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504074,20766,2010-10-07,1,3.75,1073,1074.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504075,20766,2010-10-14,1,3.75,1072,1073.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504076,20766,2010-10-20,1,3.75,1071,1072.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504077,20766,2010-11-01,1,3.75,1070,1071.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504078,20766,2010-11-04,33,98.15,1037,1070.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504079,20766,2010-11-07,1,3.75,1036,1037.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504080,20766,2010-11-11,5,18.75,1031,1036.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504081,20766,2010-11-14,12,45.0,1019,1031.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504082,20766,2010-11-17,3,11.25,1016,1019.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504083,20766,2010-11-18,3,11.25,1013,1016.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504084,20766,2010-11-21,1,3.75,1012,1013.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504085,20766,2010-11-22,1,3.75,1011,1012.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504086,20766,2010-11-28,2,7.5,1009,1011.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504087,20766,2010-12-02,2,7.5,1007,1009.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504088,20766,2010-12-06,2,7.5,1005,1007.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504089,20766,2010-12-08,2,7.5,1003,1005.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504090,20766,2010-12-09,2,7.5,1001,1003.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504091,20766,2011-01-26,1,3.75,1000,1001.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504092,20766,2011-02-01,1,3.75,999,1000.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504093,20766,2011-02-22,1,3.75,998,999.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504094,20766,2011-03-01,1,3.75,997,998.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504095,20766,2011-03-07,3,11.25,994,997.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504096,20766,2011-04-07,3,11.25,991,994.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504097,20766,2011-04-11,1,3.75,990,991.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504098,20766,2011-04-21,1,3.75,989,990.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504099,20766,2011-04-26,1,3.75,988,989.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504100,20766,2011-04-27,16,47.2,972,988.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504101,20766,2011-04-28,4,15.0,968,972.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504102,20766,2011-05-18,4,15.0,964,968.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504103,20766,2011-05-22,4,15.0,960,964.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504104,20766,2011-05-29,1,3.75,959,960.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504105,20766,2011-06-05,4,15.0,955,959.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504106,20766,2011-06-13,4,15.0,951,955.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504107,20766,2011-07-07,3,11.25,948,951.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504108,20766,2011-07-12,1,3.75,947,948.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504109,20766,2011-07-14,4,15.0,943,947.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504110,20766,2011-08-05,2,7.5,941,943.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504111,20766,2011-08-09,4,15.0,937,941.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504112,20766,2011-08-15,4,15.0,933,937.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504113,20766,2011-08-17,2,7.5,931,933.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504114,20766,2011-08-18,4,15.0,927,931.0
MASA DIN INOX CU SPALATOR 1200X600X850 MM MS6P-12-1504115,20766,2011-09-23,4,15.0,923,927.0
